"Category","Colour Family","Design ID","Element ID","Exact Colour","Name"
"Beams W/ Shapes","Blue","31367","4142778","BR.BLUE","DUPLO EGG, BOTTOM"
"Beams W/ Shapes","Red","31367","4142779","BR.RED","DUPLO EGG, BOTTOM"
"Beams W/ Shapes","Yellow","31367","4142780","BR.YEL","DUPLO EGG, BOTTOM"
