"Category","Colour Family","Design ID","Element ID","Exact Colour","Name"
"Bricks, Special","Green",30010,4243574,"TR. BR. YEL GR","WALL ELEMENT 1X2X1 - TR."
"Bricks","Green",42657,4222358,"TR. BR. YEL GR","DUPLO BRICK 1X2X2, TRANSPARENT"
