"Category","Colour Family","Design ID","Element ID","Exact Colour","Name"
"Bricks","Grey",3437,4196347,"L.GREY","DUPLO BRICK 2X2"
"Bricks","Grey",44524,4185604,"L.GREY","DUPLO PLATE 2X8X½"
