"Category","Colour Family","Design ID","Element ID","Exact Colour","Name"
"Bricks, Special","Blue",3031,4243785,"DK. R.BLUE","PLATE 4X4"
"Bricks","Blue",3437,4221630,"DK. R.BLUE","DUPLO BRICK 2X2"
"Bricks, Special","Blue",3710,4243774,"DK. R.BLUE","PLATE 1X4"
"Bricks, Special","Blue",4497,4243948,"DK. R.BLUE","SPEAR"
