"Category","Colour Family","Design ID","Element ID","Exact Colour","Name"
"Bricks, Special","Green",4151,4119518,"L.GREEN","GRID PLATE 8X8"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",33009,4160579,"L.GREEN","BOOK"
"Bricks, Special","Green",41539,4158309,"L.GREEN","PLATE 8X8"
"Bricks, Special","Green",41539,4158309,"L.GREEN","PLATE 8X8"
